Date,County,State,HISP,POP,Total Pop,Proportion Hisp
7/1/2016,Coke,Texas,Hispanic,710,3261,0.217724624
7/1/2016,Coke,Texas,Non-Hispanic,2551,3261,0.782275376
7/1/2013,Schleicher,Texas,Hispanic,1608,3192,0.503759398
7/1/2013,Schleicher,Texas,Non-Hispanic,1584,3192,0.496240602
7/1/2015,Lampasas,Texas,Hispanic,3923,20379,0.192502085
7/1/2015,Lampasas,Texas,Non-Hispanic,16456,20379,0.807497915
7/1/2013,Haskell,Texas,Hispanic,1544,5898,0.261783655
7/1/2013,Haskell,Texas,Non-Hispanic,4354,5898,0.738216345
7/1/2012,Coryell,Texas,Hispanic,13365,78475,0.170309016
7/1/2012,Coryell,Texas,Non-Hispanic,65110,78475,0.829690984
7/1/2013,Donley,Texas,Hispanic,362,3561,0.101656838
7/1/2013,Donley,Texas,Non-Hispanic,3199,3561,0.898343162
7/1/2012,Jeff Davis,Texas,Hispanic,770,2296,0.335365854
7/1/2012,Jeff Davis,Texas,Non-Hispanic,1526,2296,0.664634146
7/1/2013,Hockley,Texas,Hispanic,10834,23414,0.462714615
7/1/2013,Hockley,Texas,Non-Hispanic,12580,23414,0.537285385
7/1/2014,Haskell,Texas,Hispanic,1548,5809,0.266483044
7/1/2014,Haskell,Texas,Non-Hispanic,4261,5809,0.733516956
7/1/2014,Shelby,Texas,Hispanic,4471,25624,0.174484858
7/1/2014,Shelby,Texas,Non-Hispanic,21153,25624,0.825515142
7/1/2017,Willacy,Texas,Hispanic,19048,21574,0.882914619
7/1/2017,Willacy,Texas,Non-Hispanic,2526,21574,0.117085381
7/1/2018,Henderson,Texas,Hispanic,10961,82299,0.133185093
7/1/2018,Henderson,Texas,Non-Hispanic,71338,82299,0.866814907
7/1/2017,Houston,Texas,Hispanic,2567,23116,0.111048624
7/1/2017,Houston,Texas,Non-Hispanic,20549,23116,0.888951376
7/1/2013,Concho,Texas,Hispanic,2299,4129,0.556793412
7/1/2013,Concho,Texas,Non-Hispanic,1830,4129,0.443206588
7/1/2015,Ellis,Texas,Hispanic,41600,163391,0.254603987
7/1/2015,Ellis,Texas,Non-Hispanic,121791,163391,0.745396013
7/1/2018,Grimes,Texas,Hispanic,6967,28360,0.245662906
7/1/2018,Grimes,Texas,Non-Hispanic,21393,28360,0.754337094
7/1/2017,Bell,Texas,Hispanic,86147,347851,0.247654887
7/1/2017,Bell,Texas,Non-Hispanic,261704,347851,0.752345113
7/1/2010,Dallam,Texas,Hispanic,2737,6748,0.405601660
7/1/2010,Dallam,Texas,Non-Hispanic,4011,6748,0.594398340
7/1/2016,Erath,Texas,Hispanic,8615,41376,0.208212490
7/1/2016,Erath,Texas,Non-Hispanic,32761,41376,0.791787510
7/1/2018,Foard,Texas,Hispanic,226,1200,0.188333333
7/1/2018,Foard,Texas,Non-Hispanic,974,1200,0.811666667
7/1/2018,San Augustine,Texas,Hispanic,583,8232,0.070821186
7/1/2018,San Augustine,Texas,Non-Hispanic,7649,8232,0.929178814
7/1/2016,Jefferson,Texas,Hispanic,51504,256311,0.200943385
7/1/2016,Jefferson,Texas,Non-Hispanic,204807,256311,0.799056615
7/1/2017,Milam,Texas,Hispanic,6640,24985,0.265759456
7/1/2017,Milam,Texas,Non-Hispanic,18345,24985,0.734240544
7/1/2014,Bexar,Texas,Hispanic,1105738,1858787,0.594870741
7/1/2014,Bexar,Texas,Non-Hispanic,753049,1858787,0.405129259
7/1/2015,Leon,Texas,Hispanic,2395,17034,0.140601151
7/1/2015,Leon,Texas,Non-Hispanic,14639,17034,0.859398849
7/1/2015,Medina,Texas,Hispanic,24828,48419,0.512773911
7/1/2015,Medina,Texas,Non-Hispanic,23591,48419,0.487226089
7/1/2018,Calhoun,Texas,Hispanic,10591,21561,0.491210983
7/1/2018,Calhoun,Texas,Non-Hispanic,10970,21561,0.508789017
7/1/2018,Baylor,Texas,Hispanic,489,3582,0.136515913
7/1/2018,Baylor,Texas,Non-Hispanic,3093,3582,0.863484087
7/1/2014,Houston,Texas,Hispanic,2420,22815,0.106070568
7/1/2014,Houston,Texas,Non-Hispanic,20395,22815,0.893929432
7/1/2015,Randall,Texas,Hispanic,26255,130443,0.201275653
7/1/2015,Randall,Texas,Non-Hispanic,104188,130443,0.798724347
7/1/2016,Hamilton,Texas,Hispanic,1049,8231,0.127445025
7/1/2016,Hamilton,Texas,Non-Hispanic,7182,8231,0.872554975
7/1/2015,Lee,Texas,Hispanic,3936,16873,0.233272092
7/1/2015,Lee,Texas,Non-Hispanic,12937,16873,0.766727908
7/1/2018,Childress,Texas,Hispanic,2331,7291,0.319709231
7/1/2018,Childress,Texas,Non-Hispanic,4960,7291,0.680290769
7/1/2011,Chambers,Texas,Hispanic,7068,35687,0.198055314
7/1/2011,Chambers,Texas,Non-Hispanic,28619,35687,0.801944686
7/1/2012,Bastrop,Texas,Hispanic,25385,74858,0.339108712
7/1/2012,Bastrop,Texas,Non-Hispanic,49473,74858,0.660891288
7/1/2018,Garza,Texas,Hispanic,3445,6578,0.523715415
7/1/2018,Garza,Texas,Non-Hispanic,3133,6578,0.476284585
7/1/2017,Panola,Texas,Hispanic,2005,23219,0.086351695
7/1/2017,Panola,Texas,Non-Hispanic,21214,23219,0.913648305
7/1/2012,Jackson,Texas,Hispanic,4340,14273,0.304070623
7/1/2012,Jackson,Texas,Non-Hispanic,9933,14273,0.695929377
7/1/2017,Reeves,Texas,Hispanic,11518,15295,0.753056554
7/1/2017,Reeves,Texas,Non-Hispanic,3777,15295,0.246943446
7/1/2012,Morris,Texas,Hispanic,1064,12703,0.083759742
7/1/2012,Morris,Texas,Non-Hispanic,11639,12703,0.916240258
7/1/2012,Navarro,Texas,Hispanic,12041,48177,0.249932540
7/1/2012,Navarro,Texas,Non-Hispanic,36136,48177,0.750067460
7/1/2014,McMullen,Texas,Hispanic,304,800,0.38
7/1/2014,McMullen,Texas,Non-Hispanic,496,800,0.62
7/1/2014,Brazos,Texas,Hispanic,51739,209030,0.247519495
7/1/2014,Brazos,Texas,Non-Hispanic,157291,209030,0.752480505
7/1/2017,Wilson,Texas,Hispanic,19591,49215,0.398069694
7/1/2017,Wilson,Texas,Non-Hispanic,29624,49215,0.601930306
7/1/2015,Dawson,Texas,Hispanic,7382,12990,0.568283295
7/1/2015,Dawson,Texas,Non-Hispanic,5608,12990,0.431716705
7/1/2013,Oldham,Texas,Hispanic,306,2088,0.146551724
7/1/2013,Oldham,Texas,Non-Hispanic,1782,2088,0.853448276
7/1/2018,Cameron,Texas,Hispanic,380728,423908,0.898138275
7/1/2018,Cameron,Texas,Non-Hispanic,43180,423908,0.101861725
7/1/2017,Baylor,Texas,Hispanic,471,3559,0.132340545
7/1/2017,Baylor,Texas,Non-Hispanic,3088,3559,0.867659455
7/1/2015,Kendall,Texas,Hispanic,9192,39965,0.230001251
7/1/2015,Kendall,Texas,Non-Hispanic,30773,39965,0.769998749
7/1/2010,Callahan,Texas,Hispanic,1030,13513,0.076222896
7/1/2010,Callahan,Texas,Non-Hispanic,12483,13513,0.923777104
7/1/2017,Cottle,Texas,Hispanic,337,1381,0.244026068
7/1/2017,Cottle,Texas,Non-Hispanic,1044,1381,0.755973932
7/1/2016,Lamb,Texas,Hispanic,7282,13205,0.551457781
7/1/2016,Lamb,Texas,Non-Hispanic,5923,13205,0.448542219
7/1/2016,Travis,Texas,Hispanic,409142,1206383,0.339147684
7/1/2016,Travis,Texas,Non-Hispanic,797241,1206383,0.660852316
7/1/2014,Tyler,Texas,Hispanic,1539,21457,0.071724845
7/1/2014,Tyler,Texas,Non-Hispanic,19918,21457,0.928275155
7/1/2016,Scurry,Texas,Hispanic,6984,17381,0.401818077
7/1/2016,Scurry,Texas,Non-Hispanic,10397,17381,0.598181923
7/1/2011,Bowie,Texas,Hispanic,6246,92922,0.067217666
7/1/2011,Bowie,Texas,Non-Hispanic,86676,92922,0.932782334
7/1/2014,Navarro,Texas,Hispanic,12358,47947,0.257742924
7/1/2014,Navarro,Texas,Non-Hispanic,35589,47947,0.742257076
7/1/2018,Hockley,Texas,Hispanic,11183,22980,0.486640557
7/1/2018,Hockley,Texas,Non-Hispanic,11797,22980,0.513359443
7/1/2012,Gray,Texas,Hispanic,5834,22919,0.254548628
7/1/2012,Gray,Texas,Non-Hispanic,17085,22919,0.745451372
7/1/2015,Bexar,Texas,Hispanic,1132465,1896116,0.597255126
7/1/2015,Bexar,Texas,Non-Hispanic,763651,1896116,0.402744874
7/1/2016,Refugio,Texas,Hispanic,3664,7269,0.504058330
7/1/2016,Refugio,Texas,Non-Hispanic,3605,7269,0.495941670
7/1/2015,Nacogdoches,Texas,Hispanic,12367,65538,0.188699686
7/1/2015,Nacogdoches,Texas,Non-Hispanic,53171,65538,0.811300314
7/1/2014,Jefferson,Texas,Hispanic,47793,252915,0.188968626
7/1/2014,Jefferson,Texas,Non-Hispanic,205122,252915,0.811031374
7/1/2013,Montgomery,Texas,Hispanic,109691,498518,0.220034181
7/1/2013,Montgomery,Texas,Non-Hispanic,388827,498518,0.779965819
7/1/2018,Bee,Texas,Hispanic,19309,32587,0.592536901
7/1/2018,Bee,Texas,Non-Hispanic,13278,32587,0.407463099
7/1/2017,Nacogdoches,Texas,Hispanic,12750,65599,0.194362719
7/1/2017,Nacogdoches,Texas,Non-Hispanic,52849,65599,0.805637281
7/1/2014,Fisher,Texas,Hispanic,1056,3887,0.271674813
7/1/2014,Fisher,Texas,Non-Hispanic,2831,3887,0.728325187
7/1/2013,Comanche,Texas,Hispanic,3618,13556,0.266892889
7/1/2013,Comanche,Texas,Non-Hispanic,9938,13556,0.733107111
7/1/2013,Culberson,Texas,Hispanic,1719,2306,0.745446661
7/1/2013,Culberson,Texas,Non-Hispanic,587,2306,0.254553339
7/1/2012,Potter,Texas,Hispanic,44903,122759,0.365781735
7/1/2012,Potter,Texas,Non-Hispanic,77856,122759,0.634218265
7/1/2015,Upton,Texas,Hispanic,1942,3656,0.531181619
7/1/2015,Upton,Texas,Non-Hispanic,1714,3656,0.468818381
7/1/2018,Limestone,Texas,Hispanic,5335,23519,0.226837876
7/1/2018,Limestone,Texas,Non-Hispanic,18184,23519,0.773162124
7/1/2018,Loving,Texas,Hispanic,25,152,0.164473684
7/1/2018,Loving,Texas,Non-Hispanic,127,152,0.835526316
7/1/2013,Rockwall,Texas,Hispanic,14072,84671,0.166196218
7/1/2013,Rockwall,Texas,Non-Hispanic,70599,84671,0.833803782
7/1/2012,Ochiltree,Texas,Hispanic,5408,10616,0.509419744
7/1/2012,Ochiltree,Texas,Non-Hispanic,5208,10616,0.490580256
7/1/2012,Nueces,Texas,Hispanic,215016,347959,0.617934872
7/1/2012,Nueces,Texas,Non-Hispanic,132943,347959,0.382065128
7/1/2013,Galveston,Texas,Hispanic,71529,306614,0.233286804
7/1/2013,Galveston,Texas,Non-Hispanic,235085,306614,0.766713196
7/1/2018,Webb,Texas,Hispanic,263371,275910,0.954554021
7/1/2018,Webb,Texas,Non-Hispanic,12539,275910,0.045445979
7/1/2018,Moore,Texas,Hispanic,12104,21485,0.563369793
7/1/2018,Moore,Texas,Non-Hispanic,9381,21485,0.436630207
7/1/2014,Jasper,Texas,Hispanic,2264,35421,0.063916885
7/1/2014,Jasper,Texas,Non-Hispanic,33157,35421,0.936083115
7/1/2014,Matagorda,Texas,Hispanic,14923,36501,0.408838114
7/1/2014,Matagorda,Texas,Non-Hispanic,21578,36501,0.591161886
7/1/2013,Falls,Texas,Hispanic,3845,17253,0.222859792
7/1/2013,Falls,Texas,Non-Hispanic,13408,17253,0.777140208
7/1/2013,Robertson,Texas,Hispanic,3175,16430,0.193244066
7/1/2013,Robertson,Texas,Non-Hispanic,13255,16430,0.806755934
7/1/2012,Gonzales,Texas,Hispanic,9739,19937,0.488488740
7/1/2012,Gonzales,Texas,Non-Hispanic,10198,19937,0.511511260
7/1/2014,Kendall,Texas,Hispanic,8693,38402,0.226368418
7/1/2014,Kendall,Texas,Non-Hispanic,29709,38402,0.773631582
7/1/2011,Hopkins,Texas,Hispanic,5401,35253,0.153206819
7/1/2011,Hopkins,Texas,Non-Hispanic,29852,35253,0.846793181
7/1/2010,Motley,Texas,Hispanic,166,1205,0.137759336
7/1/2010,Motley,Texas,Non-Hispanic,1039,1205,0.862240664
7/1/2013,Jasper,Texas,Hispanic,2218,35615,0.062277130
7/1/2013,Jasper,Texas,Non-Hispanic,33397,35615,0.937722870
7/1/2011,Jasper,Texas,Hispanic,2160,36199,0.059670157
7/1/2011,Jasper,Texas,Non-Hispanic,34039,36199,0.940329843
7/1/2012,Kendall,Texas,Hispanic,7601,35586,0.213595234
7/1/2012,Kendall,Texas,Non-Hispanic,27985,35586,0.786404766
7/1/2015,Mitchell,Texas,Hispanic,3472,8864,0.391696751
7/1/2015,Mitchell,Texas,Non-Hispanic,5392,8864,0.608303249
7/1/2017,Coleman,Texas,Hispanic,1484,8415,0.176351753
7/1/2017,Coleman,Texas,Non-Hispanic,6931,8415,0.823648247
7/1/2010,Webb,Texas,Hispanic,240660,251391,0.957313508
7/1/2010,Webb,Texas,Non-Hispanic,10731,251391,0.042686492
7/1/2011,Bee,Texas,Hispanic,18341,32311,0.567639504
7/1/2011,Bee,Texas,Non-Hispanic,13970,32311,0.432360496
7/1/2017,Winkler,Texas,Hispanic,4604,7574,0.607869026
7/1/2017,Winkler,Texas,Non-Hispanic,2970,7574,0.392130974
7/1/2015,Jasper,Texas,Hispanic,2316,35260,0.065683494
7/1/2015,Jasper,Texas,Non-Hispanic,32944,35260,0.934316506
7/1/2011,Tarrant,Texas,Hispanic,500071,1847736,0.270639853
7/1/2011,Tarrant,Texas,Non-Hispanic,1347665,1847736,0.729360147
7/1/2011,Fannin,Texas,Hispanic,3395,33876,0.100218444
7/1/2011,Fannin,Texas,Non-Hispanic,30481,33876,0.899781556
7/1/2014,El Paso,Texas,Hispanic,683918,834992,0.819071320
7/1/2014,El Paso,Texas,Non-Hispanic,151074,834992,0.180928680
7/1/2018,Coleman,Texas,Hispanic,1470,8397,0.175062522
7/1/2018,Coleman,Texas,Non-Hispanic,6927,8397,0.824937478
7/1/2011,Crosby,Texas,Hispanic,3240,6042,0.536246276
7/1/2011,Crosby,Texas,Non-Hispanic,2802,6042,0.463753724
7/1/2017,Rains,Texas,Hispanic,1067,11751,0.090800783
7/1/2017,Rains,Texas,Non-Hispanic,10684,11751,0.909199217
7/1/2011,Andrews,Texas,Hispanic,7727,15388,0.502144528
7/1/2011,Andrews,Texas,Non-Hispanic,7661,15388,0.497855472
7/1/2015,Callahan,Texas,Hispanic,1239,13591,0.091163270
7/1/2015,Callahan,Texas,Non-Hispanic,12352,13591,0.908836730
7/1/2013,Ector,Texas,Hispanic,84850,149714,0.566747265
7/1/2013,Ector,Texas,Non-Hispanic,64864,149714,0.433252735
7/1/2012,Robertson,Texas,Hispanic,3134,16454,0.190470402
7/1/2012,Robertson,Texas,Non-Hispanic,13320,16454,0.809529598
7/1/2017,Mills,Texas,Hispanic,917,4937,0.185740328
7/1/2017,Mills,Texas,Non-Hispanic,4020,4937,0.814259672
7/1/2017,Parker,Texas,Hispanic,16534,133704,0.123661222
7/1/2017,Parker,Texas,Non-Hispanic,117170,133704,0.876338778
7/1/2017,DeWitt,Texas,Hispanic,7186,20208,0.355601742
7/1/2017,DeWitt,Texas,Non-Hispanic,13022,20208,0.644398258
7/1/2014,Kerr,Texas,Hispanic,12883,50334,0.255950252
7/1/2014,Kerr,Texas,Non-Hispanic,37451,50334,0.744049748
7/1/2017,La Salle,Texas,Hispanic,6540,7567,0.864279107
7/1/2017,La Salle,Texas,Non-Hispanic,1027,7567,0.135720893
7/1/2010,Williamson,Texas,Hispanic,99190,426284,0.232685252
7/1/2010,Williamson,Texas,Non-Hispanic,327094,426284,0.767314748
7/1/2013,Bowie,Texas,Hispanic,6628,93487,0.070897558
7/1/2013,Bowie,Texas,Non-Hispanic,86859,93487,0.929102442
7/1/2017,Schleicher,Texas,Hispanic,1591,2995,0.531218698
7/1/2017,Schleicher,Texas,Non-Hispanic,1404,2995,0.468781302
7/1/2014,Hamilton,Texas,Hispanic,937,8159,0.114842505
7/1/2014,Hamilton,Texas,Non-Hispanic,7222,8159,0.885157495
7/1/2018,Aransas,Texas,Hispanic,6526,23792,0.274293880
7/1/2018,Aransas,Texas,Non-Hispanic,17266,23792,0.725706120
7/1/2014,Marion,Texas,Hispanic,392,10153,0.038609278
7/1/2014,Marion,Texas,Non-Hispanic,9761,10153,0.961390722
7/1/2017,Caldwell,Texas,Hispanic,22220,42425,0.523747790
7/1/2017,Caldwell,Texas,Non-Hispanic,20205,42425,0.476252210
7/1/2010,Sutton,Texas,Hispanic,2437,4062,0.599950763
7/1/2010,Sutton,Texas,Non-Hispanic,1625,4062,0.400049237
7/1/2018,King,Texas,Hispanic,43,277,0.155234657
7/1/2018,King,Texas,Non-Hispanic,234,277,0.844765343
7/1/2011,Starr,Texas,Hispanic,59086,61670,0.958099562
7/1/2011,Starr,Texas,Non-Hispanic,2584,61670,0.041900438
7/1/2011,Schleicher,Texas,Hispanic,1560,3309,0.471441523
7/1/2011,Schleicher,Texas,Non-Hispanic,1749,3309,0.528558477
7/1/2016,Liberty,Texas,Hispanic,18580,81513,0.227939102
7/1/2016,Liberty,Texas,Non-Hispanic,62933,81513,0.772060898
7/1/2012,Lee,Texas,Hispanic,3732,16504,0.226127000
7/1/2012,Lee,Texas,Non-Hispanic,12772,16504,0.773873000
7/1/2013,Tom Green,Texas,Hispanic,43022,114676,0.375161324
7/1/2013,Tom Green,Texas,Non-Hispanic,71654,114676,0.624838676
7/1/2018,Zavala,Texas,Hispanic,11249,11983,0.938746558
7/1/2018,Zavala,Texas,Non-Hispanic,734,11983,0.061253442
7/1/2014,Lavaca,Texas,Hispanic,3484,19783,0.176110802
7/1/2014,Lavaca,Texas,Non-Hispanic,16299,19783,0.823889198
7/1/2013,Wichita,Texas,Hispanic,23685,132198,0.179163074
7/1/2013,Wichita,Texas,Non-Hispanic,108513,132198,0.820836926
7/1/2014,Lubbock,Texas,Hispanic,100006,294488,0.339592785
7/1/2014,Lubbock,Texas,Non-Hispanic,194482,294488,0.660407215
7/1/2015,Gray,Texas,Hispanic,6595,23251,0.283643714
7/1/2015,Gray,Texas,Non-Hispanic,16656,23251,0.716356286
7/1/2018,Menard,Texas,Hispanic,780,2139,0.364656381
7/1/2018,Menard,Texas,Non-Hispanic,1359,2139,0.635343619
7/1/2015,Fayette,Texas,Hispanic,5089,24964,0.203853549
7/1/2015,Fayette,Texas,Non-Hispanic,19875,24964,0.796146451
7/1/2016,Panola,Texas,Hispanic,2010,23420,0.085824082
7/1/2016,Panola,Texas,Non-Hispanic,21410,23420,0.914175918
7/1/2011,Upton,Texas,Hispanic,1647,3285,0.501369863
7/1/2011,Upton,Texas,Non-Hispanic,1638,3285,0.498630137
7/1/2012,Travis,Texas,Hispanic,369887,1097072,0.337158363
7/1/2012,Travis,Texas,Non-Hispanic,727185,1097072,0.662841637
7/1/2013,Bell,Texas,Hispanic,75900,327061,0.232066801
7/1/2013,Bell,Texas,Non-Hispanic,251161,327061,0.767933199
7/1/2016,Delta,Texas,Hispanic,350,5145,0.068027211
