Date,County,State,HISP,POP,Total Pop,Proportion Hisp
7/1/2017,Floyd,Texas,Non-Hispanic,2397,5864,0.408765348
7/1/2010,Cherokee,Texas,Hispanic,10566,50944,0.207404209
7/1/2010,Cherokee,Texas,Non-Hispanic,40378,50944,0.792595791
7/1/2015,Reeves,Texas,Hispanic,11198,14955,0.748779672
7/1/2015,Reeves,Texas,Non-Hispanic,3757,14955,0.251220328
7/1/2018,Cherokee,Texas,Hispanic,12411,52592,0.235986462
7/1/2018,Cherokee,Texas,Non-Hispanic,40181,52592,0.764013538
7/1/2017,Blanco,Texas,Hispanic,2256,11513,0.195952402
7/1/2017,Blanco,Texas,Non-Hispanic,9257,11513,0.804047598
7/1/2010,Rusk,Texas,Hispanic,7641,53361,0.143194468
7/1/2010,Rusk,Texas,Non-Hispanic,45720,53361,0.856805532
7/1/2013,Knox,Texas,Hispanic,1207,3723,0.324200913
7/1/2013,Knox,Texas,Non-Hispanic,2516,3723,0.675799087
7/1/2018,Fayette,Texas,Hispanic,5463,25349,0.215511460
7/1/2018,Fayette,Texas,Non-Hispanic,19886,25349,0.784488540
7/1/2017,Howard,Texas,Hispanic,15420,36198,0.425990386
7/1/2017,Howard,Texas,Non-Hispanic,20778,36198,0.574009614
7/1/2015,Anderson,Texas,Hispanic,10037,57646,0.174114423
7/1/2015,Anderson,Texas,Non-Hispanic,47609,57646,0.825885577
7/1/2012,Taylor,Texas,Hispanic,30522,134089,0.227624936
7/1/2012,Taylor,Texas,Non-Hispanic,103567,134089,0.772375064
7/1/2015,Chambers,Texas,Hispanic,8280,39068,0.211938159
7/1/2015,Chambers,Texas,Non-Hispanic,30788,39068,0.788061841
7/1/2010,Titus,Texas,Hispanic,12894,32421,0.397705191
7/1/2010,Titus,Texas,Non-Hispanic,19527,32421,0.602294809
7/1/2011,Medina,Texas,Hispanic,23339,46511,0.501795274
7/1/2011,Medina,Texas,Non-Hispanic,23172,46511,0.498204726
7/1/2012,Bowie,Texas,Hispanic,6415,93129,0.068882947
7/1/2012,Bowie,Texas,Non-Hispanic,86714,93129,0.931117053
7/1/2011,Midland,Texas,Hispanic,54462,140227,0.388384548
7/1/2011,Midland,Texas,Non-Hispanic,85765,140227,0.611615452
7/1/2014,Hartley,Texas,Hispanic,1593,6056,0.263044914
7/1/2014,Hartley,Texas,Non-Hispanic,4463,6056,0.736955086
7/1/2016,Cass,Texas,Hispanic,1320,30073,0.043893193
7/1/2016,Cass,Texas,Non-Hispanic,28753,30073,0.956106807
7/1/2017,Upton,Texas,Hispanic,1960,3661,0.535372849
7/1/2017,Upton,Texas,Non-Hispanic,1701,3661,0.464627151
7/1/2015,Yoakum,Texas,Hispanic,5639,8648,0.652058279
7/1/2015,Yoakum,Texas,Non-Hispanic,3009,8648,0.347941721
7/1/2010,Atascosa,Texas,Hispanic,27906,44953,0.620781705
7/1/2010,Atascosa,Texas,Non-Hispanic,17047,44953,0.379218295
7/1/2012,Knox,Texas,Hispanic,1181,3729,0.316706892
7/1/2012,Knox,Texas,Non-Hispanic,2548,3729,0.683293108
7/1/2017,Gray,Texas,Hispanic,6393,22121,0.289001401
7/1/2017,Gray,Texas,Non-Hispanic,15728,22121,0.710998599
7/1/2011,Bandera,Texas,Hispanic,3448,20542,0.167851232
7/1/2011,Bandera,Texas,Non-Hispanic,17094,20542,0.832148768
7/1/2017,Briscoe,Texas,Hispanic,389,1518,0.256258235
7/1/2017,Briscoe,Texas,Non-Hispanic,1129,1518,0.743741765
7/1/2014,Sterling,Texas,Hispanic,520,1341,0.387770321
7/1/2014,Sterling,Texas,Non-Hispanic,821,1341,0.612229679
7/1/2018,Terrell,Texas,Hispanic,447,823,0.543134872
7/1/2018,Terrell,Texas,Non-Hispanic,376,823,0.456865128
7/1/2017,Crockett,Texas,Hispanic,2328,3555,0.654852321
7/1/2017,Crockett,Texas,Non-Hispanic,1227,3555,0.345147679
7/1/2015,Parmer,Texas,Hispanic,6134,9823,0.624452815
7/1/2015,Parmer,Texas,Non-Hispanic,3689,9823,0.375547185
7/1/2015,Smith,Texas,Hispanic,42127,222447,0.189379942
7/1/2015,Smith,Texas,Non-Hispanic,180320,222447,0.810620058
7/1/2013,Tarrant,Texas,Hispanic,528346,1913161,0.276163898
7/1/2013,Tarrant,Texas,Non-Hispanic,1384815,1913161,0.723836102
7/1/2011,Anderson,Texas,Hispanic,9425,58394,0.161403569
7/1/2011,Anderson,Texas,Non-Hispanic,48969,58394,0.838596431
7/1/2012,Clay,Texas,Hispanic,544,10523,0.051696284
7/1/2012,Clay,Texas,Non-Hispanic,9979,10523,0.948303716
7/1/2013,Rusk,Texas,Hispanic,8294,53352,0.155458090
7/1/2013,Rusk,Texas,Non-Hispanic,45058,53352,0.844541910
7/1/2011,Angelina,Texas,Hispanic,17629,87295,0.201947420
7/1/2011,Angelina,Texas,Non-Hispanic,69666,87295,0.798052580
7/1/2016,Denton,Texas,Hispanic,155086,807883,0.191965916
7/1/2016,Denton,Texas,Non-Hispanic,652797,807883,0.808034084
7/1/2011,Orange,Texas,Hispanic,4999,82331,0.060718320
7/1/2011,Orange,Texas,Non-Hispanic,77332,82331,0.939281680
7/1/2014,Stephens,Texas,Hispanic,2147,9345,0.229748529
7/1/2014,Stephens,Texas,Non-Hispanic,7198,9345,0.770251471
7/1/2018,Franklin,Texas,Hispanic,1596,10766,0.148244473
7/1/2018,Franklin,Texas,Non-Hispanic,9170,10766,0.851755527
7/1/2014,San Patricio,Texas,Hispanic,37525,66665,0.562889072
7/1/2014,San Patricio,Texas,Non-Hispanic,29140,66665,0.437110928
7/1/2015,Stephens,Texas,Hispanic,2172,9390,0.231309904
7/1/2015,Stephens,Texas,Non-Hispanic,7218,9390,0.768690096
7/1/2018,Tyler,Texas,Hispanic,1763,21696,0.081259218
7/1/2018,Tyler,Texas,Non-Hispanic,19933,21696,0.918740782
7/1/2014,Shackelford,Texas,Hispanic,396,3320,0.119277108
7/1/2014,Shackelford,Texas,Non-Hispanic,2924,3320,0.880722892
7/1/2012,Schleicher,Texas,Hispanic,1598,3260,0.490184049
7/1/2012,Schleicher,Texas,Non-Hispanic,1662,3260,0.509815951
7/1/2015,Hood,Texas,Hispanic,6626,55290,0.119840839
7/1/2015,Hood,Texas,Non-Hispanic,48664,55290,0.880159161
7/1/2010,Hutchinson,Texas,Hispanic,4417,22212,0.198856474
7/1/2010,Hutchinson,Texas,Non-Hispanic,17795,22212,0.801143526
7/1/2016,Grayson,Texas,Hispanic,16739,128331,0.130436138
7/1/2016,Grayson,Texas,Non-Hispanic,111592,128331,0.869563862
7/1/2014,Kleberg,Texas,Hispanic,22992,31910,0.720526481
7/1/2014,Kleberg,Texas,Non-Hispanic,8918,31910,0.279473519
7/1/2011,Hardin,Texas,Hispanic,2561,55061,0.046512050
7/1/2011,Hardin,Texas,Non-Hispanic,52500,55061,0.953487950
7/1/2011,Randall,Texas,Hispanic,21460,123416,0.173883451
7/1/2011,Randall,Texas,Non-Hispanic,101956,123416,0.826116549
7/1/2018,Falls,Texas,Hispanic,4108,17335,0.236977214
7/1/2018,Falls,Texas,Non-Hispanic,13227,17335,0.763022786
7/1/2012,Dallam,Texas,Hispanic,2919,7065,0.413163482
7/1/2012,Dallam,Texas,Non-Hispanic,4146,7065,0.586836518
7/1/2010,Wilson,Texas,Hispanic,16486,43057,0.382887800
7/1/2010,Wilson,Texas,Non-Hispanic,26571,43057,0.617112200
7/1/2014,Grayson,Texas,Hispanic,15300,123615,0.123771387
7/1/2014,Grayson,Texas,Non-Hispanic,108315,123615,0.876228613
7/1/2018,Randall,Texas,Hispanic,30343,136271,0.222666598
7/1/2018,Randall,Texas,Non-Hispanic,105928,136271,0.777333402
7/1/2017,Sabine,Texas,Hispanic,466,10441,0.044631740
7/1/2017,Sabine,Texas,Non-Hispanic,9975,10441,0.955368260
7/1/2012,McCulloch,Texas,Hispanic,2512,8242,0.304780393
7/1/2012,McCulloch,Texas,Non-Hispanic,5730,8242,0.695219607
7/1/2012,Ector,Texas,Hispanic,79987,144524,0.553451330
7/1/2012,Ector,Texas,Non-Hispanic,64537,144524,0.446548670
7/1/2016,Frio,Texas,Hispanic,15312,19373,0.790378362
7/1/2016,Frio,Texas,Non-Hispanic,4061,19373,0.209621638
7/1/2017,Irion,Texas,Hispanic,402,1511,0.266048974
7/1/2017,Irion,Texas,Non-Hispanic,1109,1511,0.733951026
7/1/2016,Lee,Texas,Hispanic,3976,16976,0.234213007
7/1/2016,Lee,Texas,Non-Hispanic,13000,16976,0.765786993
7/1/2016,Kerr,Texas,Hispanic,13793,51384,0.268429861
7/1/2016,Kerr,Texas,Non-Hispanic,37591,51384,0.731570139
7/1/2016,Cameron,Texas,Hispanic,377904,422137,0.895216482
7/1/2016,Cameron,Texas,Non-Hispanic,44233,422137,0.104783518
7/1/2010,Stonewall,Texas,Hispanic,208,1496,0.139037433
7/1/2010,Stonewall,Texas,Non-Hispanic,1288,1496,0.860962567
7/1/2016,Bailey,Texas,Hispanic,4626,7185,0.643841336
7/1/2016,Bailey,Texas,Non-Hispanic,2559,7185,0.356158664
7/1/2015,Pecos,Texas,Hispanic,10985,16012,0.686047964
7/1/2015,Pecos,Texas,Non-Hispanic,5027,16012,0.313952036
7/1/2018,Burleson,Texas,Hispanic,3830,18389,0.208276687
7/1/2018,Burleson,Texas,Non-Hispanic,14559,18389,0.791723313
7/1/2018,DeWitt,Texas,Hispanic,7174,20187,0.355377223
7/1/2018,DeWitt,Texas,Non-Hispanic,13013,20187,0.644622777
7/1/2015,Fannin,Texas,Hispanic,3581,33500,0.106895522
7/1/2015,Fannin,Texas,Non-Hispanic,29919,33500,0.893104478
7/1/2014,Victoria,Texas,Hispanic,41485,91059,0.455583742
7/1/2014,Victoria,Texas,Non-Hispanic,49574,91059,0.544416258
7/1/2011,Motley,Texas,Hispanic,197,1200,0.164166667
7/1/2011,Motley,Texas,Non-Hispanic,1003,1200,0.835833333
7/1/2015,Hamilton,Texas,Hispanic,971,8079,0.120188142
7/1/2015,Hamilton,Texas,Non-Hispanic,7108,8079,0.879811858
7/1/2016,Crosby,Texas,Hispanic,3304,5912,0.558863329
7/1/2016,Crosby,Texas,Non-Hispanic,2608,5912,0.441136671
7/1/2010,Stephens,Texas,Hispanic,2019,9617,0.209940730
7/1/2010,Stephens,Texas,Non-Hispanic,7598,9617,0.790059270
7/1/2013,Stephens,Texas,Hispanic,2109,9368,0.225128096
7/1/2013,Stephens,Texas,Non-Hispanic,7259,9368,0.774871904
7/1/2012,Upton,Texas,Hispanic,1683,3263,0.515783022
7/1/2012,Upton,Texas,Non-Hispanic,1580,3263,0.484216978
7/1/2014,Rockwall,Texas,Hispanic,14659,87073,0.168352991
7/1/2014,Rockwall,Texas,Non-Hispanic,72414,87073,0.831647009
7/1/2013,Floyd,Texas,Hispanic,3545,6246,0.567563240
7/1/2013,Floyd,Texas,Non-Hispanic,2701,6246,0.432436760
7/1/2017,Burleson,Texas,Hispanic,3742,18068,0.207106487
7/1/2017,Burleson,Texas,Non-Hispanic,14326,18068,0.792893513
7/1/2014,Denton,Texas,Hispanic,142584,753429,0.189246764
7/1/2014,Denton,Texas,Non-Hispanic,610845,753429,0.810753236
7/1/2017,Robertson,Texas,Hispanic,3572,17185,0.207855688
7/1/2017,Robertson,Texas,Non-Hispanic,13613,17185,0.792144312
7/1/2011,Stonewall,Texas,Hispanic,204,1463,0.139439508
7/1/2011,Stonewall,Texas,Non-Hispanic,1259,1463,0.860560492
7/1/2012,Franklin,Texas,Hispanic,1387,10638,0.130381651
7/1/2012,Franklin,Texas,Non-Hispanic,9251,10638,0.869618349
7/1/2013,San Saba,Texas,Hispanic,1719,5962,0.288326065
7/1/2013,San Saba,Texas,Non-Hispanic,4243,5962,0.711673935
7/1/2017,Ochiltree,Texas,Hispanic,5482,10060,0.544930417
7/1/2017,Ochiltree,Texas,Non-Hispanic,4578,10060,0.455069583
7/1/2012,La Salle,Texas,Hispanic,6125,7158,0.855685946
7/1/2012,La Salle,Texas,Non-Hispanic,1033,7158,0.144314054
7/1/2016,Nolan,Texas,Hispanic,5527,15015,0.368098568
7/1/2016,Nolan,Texas,Non-Hispanic,9488,15015,0.631901432
7/1/2014,Zapata,Texas,Hispanic,13524,14404,0.938905859
7/1/2014,Zapata,Texas,Non-Hispanic,880,14404,0.061094141
7/1/2012,Haskell,Texas,Hispanic,1468,5883,0.249532551
7/1/2012,Haskell,Texas,Non-Hispanic,4415,5883,0.750467449
7/1/2016,Lynn,Texas,Hispanic,2704,5775,0.468225108
7/1/2016,Lynn,Texas,Non-Hispanic,3071,5775,0.531774892
7/1/2016,Brewster,Texas,Hispanic,4124,9197,0.448407089
7/1/2016,Brewster,Texas,Non-Hispanic,5073,9197,0.551592911
7/1/2016,Culberson,Texas,Hispanic,1619,2224,0.727967626
7/1/2016,Culberson,Texas,Non-Hispanic,605,2224,0.272032374
7/1/2013,Madison,Texas,Hispanic,3028,13819,0.219118605
7/1/2013,Madison,Texas,Non-Hispanic,10791,13819,0.780881395
7/1/2010,Gray,Texas,Hispanic,5381,22469,0.239485513
7/1/2010,Gray,Texas,Non-Hispanic,17088,22469,0.760514487
7/1/2014,Lamb,Texas,Hispanic,7317,13484,0.542643133
7/1/2014,Lamb,Texas,Non-Hispanic,6167,13484,0.457356867
7/1/2010,McCulloch,Texas,Hispanic,2480,8231,0.301299964
7/1/2010,McCulloch,Texas,Non-Hispanic,5751,8231,0.698700036
7/1/2012,Orange,Texas,Hispanic,5356,82881,0.064622772
7/1/2012,Orange,Texas,Non-Hispanic,77525,82881,0.935377228
7/1/2013,Jack,Texas,Hispanic,1385,8954,0.154679473
7/1/2013,Jack,Texas,Non-Hispanic,7569,8954,0.845320527
7/1/2012,Garza,Texas,Hispanic,3121,6438,0.484777881
7/1/2012,Garza,Texas,Non-Hispanic,3317,6438,0.515222119
7/1/2011,Potter,Texas,Hispanic,43964,122311,0.359444367
7/1/2011,Potter,Texas,Non-Hispanic,78347,122311,0.640555633
7/1/2015,Comal,Texas,Hispanic,34387,128783,0.267015056
7/1/2015,Comal,Texas,Non-Hispanic,94396,128783,0.732984944
7/1/2016,McLennan,Texas,Hispanic,64502,247649,0.260457341
7/1/2016,McLennan,Texas,Non-Hispanic,183147,247649,0.739542659
7/1/2013,Jim Hogg,Texas,Hispanic,4894,5268,0.929005315
7/1/2013,Jim Hogg,Texas,Non-Hispanic,374,5268,0.070994685
7/1/2011,Trinity,Texas,Hispanic,1227,14684,0.083560338
7/1/2011,Trinity,Texas,Non-Hispanic,13457,14684,0.916439662
7/1/2013,Menard,Texas,Hispanic,770,2137,0.360318203
7/1/2013,Menard,Texas,Non-Hispanic,1367,2137,0.639681797
7/1/2017,Archer,Texas,Hispanic,757,8786,0.086159800
7/1/2017,Archer,Texas,Non-Hispanic,8029,8786,0.913840200
7/1/2017,Wichita,Texas,Hispanic,25214,131899,0.191161419
7/1/2017,Wichita,Texas,Non-Hispanic,106685,131899,0.808838581
7/1/2016,Freestone,Texas,Hispanic,2982,19663,0.151655393
7/1/2016,Freestone,Texas,Non-Hispanic,16681,19663,0.848344607
7/1/2011,Parker,Texas,Hispanic,12824,118318,0.108385875
7/1/2011,Parker,Texas,Non-Hispanic,105494,118318,0.891614125
7/1/2015,Upshur,Texas,Hispanic,3262,40339,0.080864672
7/1/2015,Upshur,Texas,Non-Hispanic,37077,40339,0.919135328
7/1/2010,Midland,Texas,Hispanic,51925,136985,0.379056101
7/1/2010,Midland,Texas,Non-Hispanic,85060,136985,0.620943899
7/1/2013,Terry,Texas,Hispanic,6697,12714,0.526742174
7/1/2013,Terry,Texas,Non-Hispanic,6017,12714,0.473257826
7/1/2018,Ward,Texas,Hispanic,6369,11720,0.543430034
7/1/2018,Ward,Texas,Non-Hispanic,5351,11720,0.456569966
7/1/2017,McLennan,Texas,Hispanic,66414,251147,0.264442737
7/1/2017,McLennan,Texas,Non-Hispanic,184733,251147,0.735557263
7/1/2016,Jeff Davis,Texas,Hispanic,773,2232,0.346326165
7/1/2016,Jeff Davis,Texas,Non-Hispanic,1459,2232,0.653673835
7/1/2016,Caldwell,Texas,Hispanic,21064,41169,0.511647113
7/1/2016,Caldwell,Texas,Non-Hispanic,20105,41169,0.488352887
7/1/2012,Bandera,Texas,Hispanic,3530,20594,0.171409148
7/1/2012,Bandera,Texas,Non-Hispanic,17064,20594,0.828590852
7/1/2016,Wilbarger,Texas,Hispanic,3725,12904,0.288670180
7/1/2016,Wilbarger,Texas,Non-Hispanic,9179,12904,0.711329820
7/1/2013,Kleberg,Texas,Hispanic,22967,32031,0.717024133
7/1/2013,Kleberg,Texas,Non-Hispanic,9064,32031,0.282975867
7/1/2012,Randall,Texas,Hispanic,22281,124973,0.178286510
7/1/2012,Randall,Texas,Non-Hispanic,102692,124973,0.821713490
7/1/2017,Nolan,Texas,Hispanic,5612,14837,0.378243580
7/1/2017,Nolan,Texas,Non-Hispanic,9225,14837,0.621756420
7/1/2011,McCulloch,Texas,Hispanic,2539,8254,0.307608432
7/1/2011,McCulloch,Texas,Non-Hispanic,5715,8254,0.692391568
7/1/2017,Montague,Texas,Hispanic,2179,19429,0.112151938
7/1/2017,Montague,Texas,Non-Hispanic,17250,19429,0.887848062
7/1/2011,Williamson,Texas,Hispanic,103918,442014,0.235101151
7/1/2011,Williamson,Texas,Non-Hispanic,338096,442014,0.764898849
7/1/2016,Crockett,Texas,Hispanic,2402,3647,0.658623526
7/1/2016,Crockett,Texas,Non-Hispanic,1245,3647,0.341376474
7/1/2011,Winkler,Texas,Hispanic,3925,7166,0.547725370
7/1/2011,Winkler,Texas,Non-Hispanic,3241,7166,0.452274630
7/1/2011,Newton,Texas,Hispanic,445,14561,0.030561088
7/1/2011,Newton,Texas,Non-Hispanic,14116,14561,0.969438912
7/1/2015,Terry,Texas,Hispanic,6829,12757,0.535313945
7/1/2015,Terry,Texas,Non-Hispanic,5928,12757,0.464686055
7/1/2018,Jim Wells,Texas,Hispanic,32802,40822,0.803537308
7/1/2018,Jim Wells,Texas,Non-Hispanic,8020,40822,0.196462692
7/1/2010,Wood,Texas,Hispanic,3581,41981,0.085300493
7/1/2010,Wood,Texas,Non-Hispanic,38400,41981,0.914699507
7/1/2010,Denton,Texas,Hispanic,121952,666768,0.182900199
7/1/2010,Denton,Texas,Non-Hispanic,544816,666768,0.817099801
7/1/2017,Lamar,Texas,Hispanic,3878,49597,0.078190213
7/1/2017,Lamar,Texas,Non-Hispanic,45719,49597,0.921809787
7/1/2013,Washington,Texas,Hispanic,5072,34201,0.148299757
7/1/2013,Washington,Texas,Non-Hispanic,29129,34201,0.851700243
7/1/2017,Moore,Texas,Hispanic,12148,21878,0.555260993
7/1/2017,Moore,Texas,Non-Hispanic,9730,21878,0.444739007
7/1/2015,Sabine,Texas,Hispanic,435,10445,0.041646721
7/1/2015,Sabine,Texas,Non-Hispanic,10010,10445,0.958353279
7/1/2011,Ector,Texas,Hispanic,75611,139645,0.541451538
7/1/2011,Ector,Texas,Non-Hispanic,64034,139645,0.458548462
7/1/2017,Freestone,Texas,Hispanic,3036,19654,0.154472372
7/1/2017,Freestone,Texas,Non-Hispanic,16618,19654,0.845527628
7/1/2018,Red River,Texas,Hispanic,909,12175,0.074661191
7/1/2018,Red River,Texas,Non-Hispanic,11266,12175,0.925338809
7/1/2016,Young,Texas,Hispanic,3325,18105,0.183650925
7/1/2016,Young,Texas,Non-Hispanic,14780,18105,0.816349075
7/1/2011,Kleberg,Texas,Hispanic,22628,32033,0.706396529
7/1/2011,Kleberg,Texas,Non-Hispanic,9405,32033,0.293603471
7/1/2011,Uvalde,Texas,Hispanic,18636,26589,0.700891346
7/1/2011,Uvalde,Texas,Non-Hispanic,7953,26589,0.299108654
7/1/2012,Wilson,Texas,Hispanic,17207,44361,0.387885756
7/1/2012,Wilson,Texas,Non-Hispanic,27154,44361,0.612114244
7/1/2012,Kerr,Texas,Hispanic,12414,49701,0.249773646
7/1/2012,Kerr,Texas,Non-Hispanic,37287,49701,0.750226354
7/1/2015,Van Zandt,Texas,Hispanic,5427,53444,0.101545543
7/1/2015,Van Zandt,Texas,Non-Hispanic,48017,53444,0.898454457
7/1/2011,Hale,Texas,Hispanic,20752,36383,0.570376275
7/1/2011,Hale,Texas,Non-Hispanic,15631,36383,0.429623725
7/1/2013,Martin,Texas,Hispanic,2383,5272,0.452010622
7/1/2013,Martin,Texas,Non-Hispanic,2889,5272,0.547989378
7/1/2014,Menard,Texas,Hispanic,772,2128,0.362781955
7/1/2014,Menard,Texas,Non-Hispanic,1356,2128,0.637218045
7/1/2013,Eastland,Texas,Hispanic,2843,18284,0.155491140
7/1/2013,Eastland,Texas,Non-Hispanic,15441,18284,0.844508860
7/1/2016,Limestone,Texas,Hispanic,5106,23527,0.217027245
7/1/2016,Limestone,Texas,Non-Hispanic,18421,23527,0.782972755
7/1/2017,Matagorda,Texas,Hispanic,15735,36811,0.427453750
7/1/2017,Matagorda,Texas,Non-Hispanic,21076,36811,0.572546250
7/1/2018,Ochiltree,Texas,Hispanic,5509,9947,0.553835327
7/1/2018,Ochiltree,Texas,Non-Hispanic,4438,9947,0.446164673
7/1/2015,Gaines,Texas,Hispanic,8283,20241,0.409218912
7/1/2015,Gaines,Texas,Non-Hispanic,11958,20241,0.590781088
7/1/2011,Bell,Texas,Hispanic,70695,315780,0.223874216
7/1/2011,Bell,Texas,Non-Hispanic,245085,315780,0.776125784
7/1/2017,Liberty,Texas,Hispanic,20744,83809,0.247515183
7/1/2017,Liberty,Texas,Non-Hispanic,63065,83809,0.752484817
7/1/2016,Real,Texas,Hispanic,934,3397,0.274948484
7/1/2016,Real,Texas,Non-Hispanic,2463,3397,0.725051516
7/1/2016,Harris,Texas,Hispanic,1968247,4629189,0.425181819
7/1/2016,Harris,Texas,Non-Hispanic,2660942,4629189,0.574818181
7/1/2012,Medina,Texas,Hispanic,23567,46804,0.503525340
7/1/2012,Medina,Texas,Non-Hispanic,23237,46804,0.496474660
7/1/2015,San Saba,Texas,Hispanic,1767,5930,0.297976391
7/1/2015,San Saba,Texas,Non-Hispanic,4163,5930,0.702023609
7/1/2017,Taylor,Texas,Hispanic,33416,136696,0.244454849
7/1/2017,Taylor,Texas,Non-Hispanic,103280,136696,0.755545151
7/1/2017,Hardeman,Texas,Hispanic,927,3964,0.233854692
7/1/2017,Hardeman,Texas,Non-Hispanic,3037,3964,0.766145308
7/1/2010,Coleman,Texas,Hispanic,1420,8872,0.160054103
7/1/2010,Coleman,Texas,Non-Hispanic,7452,8872,0.839945897
7/1/2017,Leon,Texas,Hispanic,2513,17249,0.145689605
7/1/2017,Leon,Texas,Non-Hispanic,14736,17249,0.854310395
7/1/2011,Aransas,Texas,Hispanic,5946,23214,0.256138537
7/1/2011,Aransas,Texas,Non-Hispanic,17268,23214,0.743861463
7/1/2010,Crane,Texas,Hispanic,2418,4382,0.551802830
7/1/2010,Crane,Texas,Non-Hispanic,1964,4382,0.448197170
7/1/2010,Jim Wells,Texas,Hispanic,32327,40885,0.790681179
7/1/2010,Jim Wells,Texas,Non-Hispanic,8558,40885,0.209318821
7/1/2013,Smith,Texas,Hispanic,39747,216521,0.183571109
7/1/2013,Smith,Texas,Non-Hispanic,176774,216521,0.816428891
7/1/2014,Sutton,Texas,Hispanic,2424,3970,0.610579345
7/1/2014,Sutton,Texas,Non-Hispanic,1546,3970,0.389420655
7/1/2011,Hidalgo,Texas,Hispanic,723429,795741,0.909126211
7/1/2011,Hidalgo,Texas,Non-Hispanic,72312,795741,0.090873789
7/1/2015,Falls,Texas,Hispanic,3909,17231,0.226858569
7/1/2015,Falls,Texas,Non-Hispanic,13322,17231,0.773141431
7/1/2015,Wilson,Texas,Hispanic,18454,47185,0.391098866
7/1/2015,Wilson,Texas,Non-Hispanic,28731,47185,0.608901134
7/1/2016,Robertson,Texas,Hispanic,3447,16814,0.205007732
7/1/2016,Robertson,Texas,Non-Hispanic,13367,16814,0.794992268
7/1/2011,Leon,Texas,Hispanic,2296,16830,0.136423054
7/1/2011,Leon,Texas,Non-Hispanic,14534,16830,0.863576946
7/1/2014,Bowie,Texas,Hispanic,6808,93502,0.072811277
7/1/2014,Bowie,Texas,Non-Hispanic,86694,93502,0.927188723
7/1/2016,Hill,Texas,Hispanic,7184,35173,0.204247576
7/1/2016,Hill,Texas,Non-Hispanic,27989,35173,0.795752424
7/1/2012,Cottle,Texas,Hispanic,346,1485,0.232996633
7/1/2012,Cottle,Texas,Non-Hispanic,1139,1485,0.767003367
7/1/2014,Collingsworth,Texas,Hispanic,982,3016,0.325596817
7/1/2014,Collingsworth,Texas,Non-Hispanic,2034,3016,0.674403183
7/1/2011,Martin,Texas,Hispanic,2158,4885,0.441760491
7/1/2011,Martin,Texas,Non-Hispanic,2727,4885,0.558239509
7/1/2011,Hood,Texas,Hispanic,5481,51558,0.106307460
7/1/2011,Hood,Texas,Non-Hispanic,46077,51558,0.893692540
7/1/2014,Clay,Texas,Hispanic,565,10377,0.054447335
7/1/2014,Clay,Texas,Non-Hispanic,9812,10377,0.945552665
7/1/2014,Childress,Texas,Hispanic,2127,7194,0.295663053
7/1/2014,Childress,Texas,Non-Hispanic,5067,7194,0.704336947
7/1/2017,Cass,Texas,Hispanic,1343,29980,0.044796531
7/1/2017,Cass,Texas,Non-Hispanic,28637,29980,0.955203469
7/1/2012,Burnet,Texas,Hispanic,9095,43370,0.209707171
7/1/2012,Burnet,Texas,Non-Hispanic,34275,43370,0.790292829
7/1/2014,La Salle,Texas,Hispanic,6367,7486,0.850520972
7/1/2014,La Salle,Texas,Non-Hispanic,1119,7486,0.149479028
7/1/2015,Glasscock,Texas,Hispanic,515,1379,0.373459028
7/1/2015,Glasscock,Texas,Non-Hispanic,864,1379,0.626540972
7/1/2018,Navarro,Texas,Hispanic,13876,49565,0.279955614
7/1/2018,Navarro,Texas,Non-Hispanic,35689,49565,0.720044386
7/1/2017,Collin,Texas,Hispanic,148271,971393,0.152637501
7/1/2017,Collin,Texas,Non-Hispanic,823122,971393,0.847362499
7/1/2018,Cottle,Texas,Hispanic,341,1389,0.245500360
7/1/2018,Cottle,Texas,Non-Hispanic,1048,1389,0.754499640
7/1/2017,Limestone,Texas,Hispanic,5218,23517,0.221882043
7/1/2017,Limestone,Texas,Non-Hispanic,18299,23517,0.778117957
7/1/2018,Midland,Texas,Hispanic,78240,172578,0.453360220
7/1/2018,Midland,Texas,Non-Hispanic,94338,172578,0.546639780
7/1/2014,Freestone,Texas,Hispanic,2812,19674,0.142929755
7/1/2014,Freestone,Texas,Non-Hispanic,16862,19674,0.857070245
7/1/2015,Erath,Texas,Hispanic,8485,41195,0.205971598
7/1/2015,Erath,Texas,Non-Hispanic,32710,41195,0.794028402
7/1/2013,Harris,Texas,Hispanic,1815663,4355158,0.416899456
7/1/2013,Harris,Texas,Non-Hispanic,2539495,4355158,0.583100544
7/1/2010,Kerr,Texas,Hispanic,11951,49622,0.240840756
7/1/2010,Kerr,Texas,Non-Hispanic,37671,49622,0.759159244
7/1/2011,Bastrop,Texas,Hispanic,24861,75141,0.330857987
7/1/2011,Bastrop,Texas,Non-Hispanic,50280,75141,0.669142013
7/1/2012,Foard,Texas,Hispanic,209,1311,0.159420290
7/1/2012,Foard,Texas,Non-Hispanic,1102,1311,0.840579710
7/1/2014,Waller,Texas,Hispanic,13586,46794,0.290336368
7/1/2014,Waller,Texas,Non-Hispanic,33208,46794,0.709663632
7/1/2015,Coleman,Texas,Hispanic,1457,8316,0.175204425
7/1/2015,Coleman,Texas,Non-Hispanic,6859,8316,0.824795575
7/1/2012,Zapata,Texas,Hispanic,13350,14285,0.934546727
7/1/2012,Zapata,Texas,Non-Hispanic,935,14285,0.065453273
